[07-01-24 02:05:29.513480] | v.0.11| user:FilipChuwi |> Playing main: Assets\Audio\music\main\music_main_2.mp3
[10-01-24 01:51:33.549598] | v.0.11hotfix03| user:FilipChuwi |> Looking for game states in project location
[10-01-24 01:51:33.557584] | v.0.11hotfix03| user:FilipChuwi |> changelog.json is not a valid game state file
[10-01-24 01:51:33.563579] | v.0.11hotfix03| user:FilipChuwi |> found valid game state file: dreszcz_dummy.json
[10-01-24 01:51:33.568566] | v.0.11hotfix03| user:FilipChuwi |> setup.json is not a valid game state file
[10-01-24 01:51:33.586541] | v.0.11hotfix03| user:FilipChuwi |> main.py ENTRY POINT
[10-01-24 01:51:58.732935] | v.0.11hotfix03| user:FilipChuwi |> Wybra³eœ: pl
[10-01-24 01:52:06.014607] | v.0.11hotfix03| user:FilipChuwi |> FileNotFoundError Could not find: Assets\Audio\Voice\Adam\pl\audiobook_adam_pl_opened_.mp3
[10-01-24 01:52:06.024596] | v.0.11hotfix03| user:FilipChuwi |> Now playing: Assets\Audio\Voice\Adam\pl\audiobook_adam_pl_opened_.mp3
[10-01-24 01:52:16.441819] | v.0.11hotfix03| user:FilipChuwi |> FileNotFoundError Could not find: Assets\Audio\fx\audiobook_click_snd_.mp3
[10-01-24 01:52:16.451795] | v.0.11hotfix03| user:FilipChuwi |> Now playing: Assets\Audio\fx\audiobook_click_snd_.mp3
[10-01-24 01:52:25.788733] | v.0.11hotfix03| user:FilipChuwi |> main.py ENTRY POINT
[10-01-24 01:52:46.184747] | v.0.11hotfix03| user:FilipChuwi |> Playing main: Assets\Audio\music\main\accordeon asd_11_04_2021_NYC_comp.mp3
[10-01-24 01:52:46.195738] | v.0.11hotfix03| user:FilipChuwi |> Looking for game states in project location
[10-01-24 01:52:46.211708] | v.0.11hotfix03| user:FilipChuwi |> changelog.json is not a valid game state file
[10-01-24 01:52:46.219693] | v.0.11hotfix03| user:FilipChuwi |> found valid game state file: dreszcz_dummy.json
[10-01-24 01:52:46.225687] | v.0.11hotfix03| user:FilipChuwi |> setup.json is not a valid game state file
[10-01-24 01:52:46.233668] | v.0.11hotfix03| user:FilipChuwi |> main.py ENTRY POINT
[10-01-24 01:52:56.229868] | v.0.11hotfix03| user:FilipChuwi |> Now playing: Assets\Audio\Voice\Adam\en\audiobook_adam_en_opened_.mp3
[10-01-24 01:52:58.022795] | v.0.11hotfix03| user:FilipChuwi |> main.py ENTRY POINT
[10-01-24 02:00:15.648481] | v.0.11hotfix03| user:FilipChuwi |> Playing main: Assets\Audio\music\main\music_main_2.mp3
[10-01-24 02:00:15.673441] | v.0.11hotfix03| user:FilipChuwi |> Looking for game states in project location
[10-01-24 02:00:15.687420] | v.0.11hotfix03| user:FilipChuwi |> changelog.json is not a valid game state file
[10-01-24 02:00:15.696405] | v.0.11hotfix03| user:FilipChuwi |> dreszcz_dummy.json is valid game state file
[10-01-24 02:00:15.703399] | v.0.11hotfix03| user:FilipChuwi |> setup.json is not a valid game state file
[10-01-24 02:00:15.711384] | v.0.11hotfix03| user:FilipChuwi |> main.py ENTRY POINT
[10-01-24 02:00:20.636082] | v.0.11hotfix03| user:FilipChuwi |> Wybra³eœ: pl
[10-01-24 02:00:30.635154] | v.0.11hotfix03| user:FilipChuwi |> main.py ENTRY POINT
[10-01-24 02:37:11.635386] | v.0.11hotfix03| user:FilipChuwi |> Playing main: Assets\Audio\music\main\music_main_2.mp3
[10-01-24 02:37:11.670320] | v.0.11hotfix03| user:FilipChuwi |> Looking for game states in project location
[10-01-24 02:37:11.677311] | v.0.11hotfix03| user:FilipChuwi |> changelog.json is not a valid game state file
[10-01-24 02:37:11.684297] | v.0.11hotfix03| user:FilipChuwi |> dreszcz_dobby.json is valid game state file
[10-01-24 02:37:11.690289] | v.0.11hotfix03| user:FilipChuwi |> setup.json is not a valid game state file
[10-01-24 02:37:11.697280] | v.0.11hotfix03| user:FilipChuwi |> main.py ENTRY POINT
[10-01-24 02:37:51.948978] | v.0.11hotfix03| user:FilipChuwi |> Looking for game states in project location
[10-01-24 02:37:51.959973] | v.0.11hotfix03| user:FilipChuwi |> changelog.json is not a valid game state file
[10-01-24 02:37:51.970951] | v.0.11hotfix03| user:FilipChuwi |> dreszcz_dobby.json is valid game state file
[10-01-24 02:37:51.978929] | v.0.11hotfix03| user:FilipChuwi |> setup.json is not a valid game state file
[10-01-24 02:40:18.216402] | v.0.11hotfix03| user:FilipChuwi |> Playing main: Assets\Audio\music\main\accordeon asd_11_04_2021_NYC_comp.mp3
[10-01-24 02:40:18.249343] | v.0.11hotfix03| user:FilipChuwi |> Looking for game states in project location
[10-01-24 02:40:18.257335] | v.0.11hotfix03| user:FilipChuwi |> changelog.json is not a valid game state file
[10-01-24 02:40:18.265318] | v.0.11hotfix03| user:FilipChuwi |> dreszcz_dobby.json is valid game state file
[10-01-24 02:40:18.270310] | v.0.11hotfix03| user:FilipChuwi |> setup.json is not a valid game state file
[10-01-24 02:40:18.281293] | v.0.11hotfix03| user:FilipChuwi |> main.py ENTRY POINT
[10-01-24 02:40:33.792044] | v.0.11hotfix03| user:FilipChuwi |> Playing main: Assets\Audio\music\main\music_main_1.mp3
[10-01-24 02:40:33.814006] | v.0.11hotfix03| user:FilipChuwi |> Looking for game states in project location
[10-01-24 02:40:33.843958] | v.0.11hotfix03| user:FilipChuwi |> changelog.json is not a valid game state file
[10-01-24 02:40:33.861928] | v.0.11hotfix03| user:FilipChuwi |> dreszcz_dobby.json is valid game state file
[10-01-24 02:40:33.871912] | v.0.11hotfix03| user:FilipChuwi |> setup.json is not a valid game state file
[10-01-24 02:40:33.883544] | v.0.11hotfix03| user:FilipChuwi |> main.py ENTRY POINT
[10-01-24 02:40:33.889537] | v.0.11hotfix03| user:FilipChuwi |> given game state file does not exist, resetting to None
[10-01-24 02:42:56.803810] | v.0.11hotfix03| user:FilipChuwi |> Playing main: Assets\Audio\music\main\accordeon asd_11_04_2021.wav_
[10-01-24 02:42:56.825780] | v.0.11hotfix03| user:FilipChuwi |> Looking for game states in project location
[10-01-24 02:42:56.835757] | v.0.11hotfix03| user:FilipChuwi |> changelog.json is not a valid game state file
[10-01-24 02:42:56.848736] | v.0.11hotfix03| user:FilipChuwi |> dreszcz_dobby.json is valid game state file
[10-01-24 02:42:56.856722] | v.0.11hotfix03| user:FilipChuwi |> setup.json is not a valid game state file
[10-01-24 02:42:56.862713] | v.0.11hotfix03| user:FilipChuwi |> main.py ENTRY POINT
[10-01-24 02:42:56.873696] | v.0.11hotfix03| user:FilipChuwi |> given game state file does not exist, resetting to None
[10-01-24 02:43:42.151121] | v.0.11hotfix03| user:FilipChuwi |> Playing main: Assets\Audio\music\main\accordeon asd_11_04_2021.wav_
[10-01-24 02:43:42.164102] | v.0.11hotfix03| user:FilipChuwi |> Looking for game states in project location
[10-01-24 02:43:42.174084] | v.0.11hotfix03| user:FilipChuwi |> changelog.json is not a valid game state file
[10-01-24 02:43:42.182073] | v.0.11hotfix03| user:FilipChuwi |> dreszcz_dummy.json is valid game state file
[10-01-24 02:43:42.188065] | v.0.11hotfix03| user:FilipChuwi |> setup.json is not a valid game state file
[10-01-24 02:43:42.195049] | v.0.11hotfix03| user:FilipChuwi |> main.py ENTRY POINT
[10-01-24 02:43:42.201043] | v.0.11hotfix03| user:FilipChuwi |> given game state file does not exist, resetting to None
[10-01-24 02:43:42.208031] | v.0.11hotfix03| user:FilipChuwi |> given game state file does not exist, resetting to None
[10-01-24 02:45:18.574726] | v.0.11hotfix03| user:FilipChuwi |> Playing main: Assets\Audio\music\main\music_main_4.wav
[10-01-24 02:45:18.600688] | v.0.11hotfix03| user:FilipChuwi |> Looking for game states in project location
[10-01-24 02:45:18.606677] | v.0.11hotfix03| user:FilipChuwi |> changelog.json is not a valid game state file
[10-01-24 02:45:18.612662] | v.0.11hotfix03| user:FilipChuwi |> dreszcz_dummy.json is valid game state file
[10-01-24 02:45:18.618658] | v.0.11hotfix03| user:FilipChuwi |> setup.json is not a valid game state file
[10-01-24 02:45:18.628648] | v.0.11hotfix03| user:FilipChuwi |> main.py ENTRY POINT
[10-01-24 02:45:18.646137] | v.0.11hotfix03| user:FilipChuwi |> given game state file does not exist, resetting to None
[10-01-24 02:45:52.427330] | v.0.11hotfix03| user:FilipChuwi |> Playing main: Assets\Audio\music\main\music_main_4.wav
[10-01-24 02:45:52.438337] | v.0.11hotfix03| user:FilipChuwi |> Looking for game states in project location
[10-01-24 02:45:52.462382] | v.0.11hotfix03| user:FilipChuwi |> changelog.json is not a valid game state file
[10-01-24 02:45:52.470378] | v.0.11hotfix03| user:FilipChuwi |> dreszcz_dummy.json is valid game state file
[10-01-24 02:45:52.478357] | v.0.11hotfix03| user:FilipChuwi |> setup.json is not a valid game state file
[10-01-24 02:45:52.485343] | v.0.11hotfix03| user:FilipChuwi |> main.py ENTRY POINT
[10-01-24 02:45:52.495329] | v.0.11hotfix03| user:FilipChuwi |> given game state file does not exist, resetting to None
[10-01-24 02:52:06.049968] | v.0.11hotfix03| user:FilipChuwi |> Playing main: Assets\Audio\music\main\accordeon asd_11_04_2021.wav_
[10-01-24 02:52:06.077073] | v.0.11hotfix03| user:FilipChuwi |> Looking for game states in project location
[10-01-24 02:52:06.090054] | v.0.11hotfix03| user:FilipChuwi |> changelog.json is not a valid game state file
[10-01-24 02:52:06.096047] | v.0.11hotfix03| user:FilipChuwi |> dreszcz_dummy.json is valid game state file
[10-01-24 02:52:06.103030] | v.0.11hotfix03| user:FilipChuwi |> setup.json is not a valid game state file
[10-01-24 02:52:06.110022] | v.0.11hotfix03| user:FilipChuwi |> main.py ENTRY POINT
[10-01-24 02:52:06.118028] | v.0.11hotfix03| user:FilipChuwi |> given game state file does not exist, resetting to None
[10-01-24 02:52:06.125028] | v.0.11hotfix03| user:FilipChuwi |> given game state file does not exist, resetting to None
[10-01-24 02:52:28.382042] | v.0.11hotfix03| user:FilipChuwi |> Playing main: Assets\Audio\music\main\music_main_3.mp3
[10-01-24 02:52:28.410993] | v.0.11hotfix03| user:FilipChuwi |> Looking for game states in '~\Documents' folder path for saving json file
[10-01-24 02:52:28.420977] | v.0.11hotfix03| user:FilipChuwi |> main.py ENTRY POINT
[10-01-24 02:52:28.429966] | v.0.11hotfix03| user:FilipChuwi |> given game state file does not exist, resetting to None
[10-01-24 02:52:36.803114] | v.0.11hotfix03| user:FilipChuwi |> Now playing: Assets\Audio\Voice\Adam\en\audiobook_adam_en_00a_.mp3
[10-01-24 02:52:53.034171] | v.0.11hotfix03| user:FilipChuwi |> FileNotFoundError Could not find: Assets\Audio\Voice\Adam\en\audiobook_adam_en_elxr_chc_2.mp3
[10-01-24 02:52:53.052143] | v.0.11hotfix03| user:FilipChuwi |> Now playing: Assets\Audio\Voice\Adam\en\audiobook_adam_en_elxr_chc_2.mp3
[10-01-24 02:52:53.060133] | v.0.11hotfix03| user:FilipChuwi |> FileNotFoundError Could not find: Assets\Audio\Voice\Adam\en\audiobook_adam_en_elxr_chc_5.mp3
[10-01-24 02:52:53.072114] | v.0.11hotfix03| user:FilipChuwi |> Now playing: Assets\Audio\Voice\Adam\en\audiobook_adam_en_elxr_chc_5.mp3
[10-01-24 02:52:56.312156] | v.0.11hotfix03| user:FilipChuwi |> FileNotFoundError Could not find: Assets\Audio\Voice\Adam\en\audiobook_adam_en_elxr_chc_2.mp3
[10-01-24 02:52:56.325133] | v.0.11hotfix03| user:FilipChuwi |> Now playing: Assets\Audio\Voice\Adam\en\audiobook_adam_en_elxr_chc_2.mp3
[10-01-24 02:52:58.599918] | v.0.11hotfix03| user:FilipChuwi |> Looking for game states in '~\Documents' folder path for saving json file
[10-01-24 02:52:58.616892] | v.0.11hotfix03| user:FilipChuwi |> Game saved to: C:\Users\FilipChuwi\Documents\Jacek Ciesielski - Dreszcz\saves\dreszcz_24-01-10_58.json
[10-01-24 02:52:58.632873] | v.0.11hotfix03| user:FilipChuwi |> setup.json has been updated
[10-01-24 02:52:58.778632] | v.0.11hotfix03| user:FilipChuwi |> Now playing: Assets\Audio\Voice\Adam\en\audiobook_adam_en_00b_.mp3
[10-01-24 02:53:18.821709] | v.0.11hotfix03| user:FilipChuwi |> list of available actions: ['01']
[10-01-24 02:53:18.829694] | v.0.11hotfix03| user:FilipChuwi |> Looking for game states in '~\Documents' folder path for saving json file
[10-01-24 02:53:18.836685] | v.0.11hotfix03| user:FilipChuwi |> dreszcz_24-01-10_58.json is valid game state file
[10-01-24 02:53:18.846671] | v.0.11hotfix03| user:FilipChuwi |> Game saved to: C:\Users\FilipChuwi\Documents\Jacek Ciesielski - Dreszcz\saves\dreszcz_24-01-10_58.json
[10-01-24 02:53:18.857651] | v.0.11hotfix03| user:FilipChuwi |> setup.json has been updated
[10-01-24 02:53:18.863643] | v.0.11hotfix03| user:FilipChuwi |> evaluated: 01
[10-01-24 02:53:18.973469] | v.0.11hotfix03| user:FilipChuwi |> Now playing: Assets\Audio\Voice\Adam\en\audiobook_adam_en_01_.mp3
[10-01-24 02:53:45.013194] | v.0.11hotfix03| user:FilipChuwi |> Playing main: Assets\Audio\music\main\music_main_2.mp3
[10-01-24 02:53:45.031167] | v.0.11hotfix03| user:FilipChuwi |> Looking for game states in '~\Documents' folder path for saving json file
[10-01-24 02:53:45.040150] | v.0.11hotfix03| user:FilipChuwi |> dreszcz_24-01-10_58.json is valid game state file
[10-01-24 02:53:45.045138] | v.0.11hotfix03| user:FilipChuwi |> main.py ENTRY POINT
[10-01-24 02:53:45.052132] | v.0.11hotfix03| user:FilipChuwi |> given game state file does not exist, resetting to None
[10-01-24 02:56:48.099250] | v.0.11hotfix03| user:FilipChuwi |> Playing main: Assets\Audio\music\main\music_main_1.mp3
[10-01-24 02:56:48.124205] | v.0.11hotfix03| user:FilipChuwi |> Looking for game states in '~\Documents' folder path for saving json file
[10-01-24 02:56:48.132196] | v.0.11hotfix03| user:FilipChuwi |> dreszcz_24-01-10_58.json is valid game state file
[10-01-24 02:56:48.137186] | v.0.11hotfix03| user:FilipChuwi |> main.py ENTRY POINT
[10-01-24 02:57:06.110825] | v.0.11hotfix03| user:FilipChuwi |> FileNotFoundError Could not find: Assets\Audio\Voice\Adam\en\audiobook_adam_en_opened_.mp3
[10-01-24 02:57:06.127796] | v.0.11hotfix03| user:FilipChuwi |> Now playing: Assets\Audio\Voice\Adam\en\audiobook_adam_en_opened_.mp3
[10-01-24 02:57:20.528108] | v.0.11hotfix03| user:FilipChuwi |> setup.json has been updated
[10-01-24 02:57:20.535095] | v.0.11hotfix03| user:FilipChuwi |> main.py ENTRY POINT
[10-01-24 02:57:33.026863] | v.0.11hotfix03| user:FilipChuwi |> FileNotFoundError Could not find: Assets\Audio\fx\audiobook_click_snd_.mp3
[10-01-24 02:57:33.039851] | v.0.11hotfix03| user:FilipChuwi |> Now playing: Assets\Audio\fx\audiobook_click_snd_.mp3
[10-01-24 02:57:40.158935] | v.0.11hotfix03| user:FilipChuwi |> main.py ENTRY POINT
[10-01-24 02:58:29.842096] | v.0.11hotfix03| user:FilipChuwi |> Playing main: Assets\Audio\music\main\music_main_2.mp3
[10-01-24 02:58:29.860189] | v.0.11hotfix03| user:FilipChuwi |> Looking for game states in '~\Documents' folder path for saving json file
[10-01-24 02:58:29.867177] | v.0.11hotfix03| user:FilipChuwi |> dreszcz_24-01-10_58.json is valid game state file
[10-01-24 02:58:29.881156] | v.0.11hotfix03| user:FilipChuwi |> setup.json has been updated
[10-01-24 02:58:29.888148] | v.0.11hotfix03| user:FilipChuwi |> main.py ENTRY POINT
[10-01-24 02:59:03.055672] | v.0.11hotfix03| user:FilipChuwi |> Playing main: Assets\Audio\music\main\music_main_3.mp3
[10-01-24 02:59:03.072644] | v.0.11hotfix03| user:FilipChuwi |> Looking for game states in '~\Documents' folder path for saving json file
[10-01-24 02:59:03.085625] | v.0.11hotfix03| user:FilipChuwi |> dreszcz_24-01-10_58.json is valid game state file
[10-01-24 02:59:03.091613] | v.0.11hotfix03| user:FilipChuwi |> main.py ENTRY POINT
[10-01-24 02:59:09.386042] | v.0.11hotfix03| user:FilipChuwi |> restored backup setup
[10-01-24 02:59:09.401008] | v.0.11hotfix03| user:FilipChuwi |> setup.json has been updated
[10-01-24 03:00:20.433374] | v.0.11hotfix03| user:FilipChuwi |> Playing main: Assets\Audio\music\main\accordeon asd_11_04_2021.wav_
[10-01-24 03:00:20.453346] | v.0.11hotfix03| user:FilipChuwi |> Looking for game states in project location
[10-01-24 03:00:20.461331] | v.0.11hotfix03| user:FilipChuwi |> changelog.json is not a valid game state file
[10-01-24 03:00:20.466320] | v.0.11hotfix03| user:FilipChuwi |> dreszcz_dummy.json is valid game state file
[10-01-24 03:00:20.473310] | v.0.11hotfix03| user:FilipChuwi |> setup.json is not a valid game state file
[10-01-24 03:00:20.479299] | v.0.11hotfix03| user:FilipChuwi |> main.py ENTRY POINT
[10-01-24 03:00:33.976165] | v.0.11hotfix03| user:FilipChuwi |> Now playing: Assets\Audio\Voice\Adam\en\audiobook_adam_en_opened_.mp3
[10-01-24 03:00:37.127190] | v.0.11hotfix03| user:FilipChuwi |> main.py ENTRY POINT
[10-01-24 03:00:54.756900] | v.0.11hotfix03| user:FilipChuwi |> Playing main: Assets\Audio\music\main\music_main_2.mp3
[10-01-24 03:00:54.774866] | v.0.11hotfix03| user:FilipChuwi |> Looking for game states in project location
[10-01-24 03:00:54.781859] | v.0.11hotfix03| user:FilipChuwi |> changelog.json is not a valid game state file
[10-01-24 03:00:54.785849] | v.0.11hotfix03| user:FilipChuwi |> dreszcz_dummy.json is valid game state file
[10-01-24 03:00:54.791839] | v.0.11hotfix03| user:FilipChuwi |> setup.json is not a valid game state file
[10-01-24 03:00:54.797837] | v.0.11hotfix03| user:FilipChuwi |> main.py ENTRY POINT
[10-01-24 03:00:59.906728] | v.0.11hotfix03| user:FilipChuwi |> Now playing: Assets\Audio\Voice\Adam\en\audiobook_adam_en_opened_.mp3
[10-01-24 03:01:01.629636] | v.0.11hotfix03| user:FilipChuwi |> main.py ENTRY POINT
